情感极性,博主,发布时间,博文
0,我要的幸福简单清楚,01月06日 22:49,day261#每天做出改变##成功日记# 1.发工资啦，还借呗2.多喝水3.鉴于流感和不明肺炎，同意开车回老家4.比起埋头苦干，充分协调和利用资源也很重要5.向着兴趣出发，周末会是一场开眼界拓宽社交的创意体验6.宝宝吃了蛋黄红薯，白天喝了300毫升奶，有进步7.每个月给母亲多点钱，家里做菜不喜欢吃了 ?  展开全文c
-1,冻起来吧,01月06日 22:50,#武汉一建筑工地发生坍塌致6死5伤#网警叔叔，这里有人造谣，他们这个群是搞传销的，他们把坍塌事故认为是调控，清人！！！！必须抓他，他们连不明肺炎也造谣为调控！！！@武汉网警巡查执法 ???
0,遨游宇宙David,01月06日 22:50,『武汉市卫生健康委员会关于不明原因的病毒性肺炎情况通报』O武汉市卫生健康委员会关于不明原因的病毒性肺炎情况通报 ?
0,天眼新闻,01月06日 22:51,【天眼晚新闻】今天，贵阳天气刷屏朋友圈；贵州高速公路实际行驶路段通行费计算方式官宣；武汉不明原因的病毒性肺炎防控正有序进行；伊朗导弹部队已进入战备状态?O网页链接 ?
0,遨游宇宙David,01月06日 22:53,『武漢不明肺炎料新型冠狀病毒引起 專家促防範在港超級傳播 - 香港文匯網』O网页链接 ?
0,狮城日记,01月06日 22:54,新加坡媒体消息，自5日中午至6日中午，香港公立医院共接收6名过去两星期内曾到过武汉，并出现发烧、呼吸道感染或肺炎症状的病人，总病例增加到21起。目前这些病人正在接受隔离治疗，年龄介于两岁到65岁之间，情况稳定，在所有21起病例中，其中7人已经出院。（8频道新闻） #新加坡#  ?  展开全文c
0,鸿运当头wdwxmz,01月06日 22:55,『我是成都市人，多重肺炎（耐药性）肺结核，呼吸衰竭』O网页链接 ?
0,手机用户2718991855,01月06日 22:55,图解疾病|肺炎 O图解疾病|肺炎 ?
0,遨游宇宙David,01月06日 22:55,『本港再添8宗不明肺炎患者，政府上调应变级别至「严重」』O本港再添8宗不明肺炎患者，政府上调应变级别至「严重」 ?
-1,一个超酷的人耶,01月06日 22:56,生了女儿以后，就变得玻璃心了，特别是肺炎出院以后，心态每天都在崩掉的边缘。两天没拉，我心态就不好了。咳嗽一声，我一天都在担心是不是感冒了。睡不踏实我就会想是不是吃不饱，不喝奶粉更怕她吃不饱。真是，心态不好的不适合多生孩子，每天都扯着情绪 ?
0,从容素素,01月06日 22:56,??你知道吗肺炎是全球5岁以下儿童死亡率最高的传染疾病！一般上我们人体是可以抵抗病毒侵袭肺部，但少数的超级病毒可以突破免疫系统，尤其是较弱的人群如小孩和年老人士。要预防肺炎我们需要加强身体的免疫系统。我们可以通过健康均衡饮食和饮用 威力秀 让身体吸收全方位营养，维持身体健康！?? ?
0,遨游宇宙David,01月06日 22:58,『武漢不明肺炎料新型冠狀病毒引起 專家促防範在港超級傳播 - 香港文匯網』O网页链接 ?
0,返璞归真hlqw,01月06日 22:59,武汉市不明原因肺炎最新通报：已排除SARS等病原 O网页链接 ?
0,散尾香草,01月11日 22:27,#腾讯新闻# 国家卫健委：将与世卫组织分享武汉不明原因肺炎病例中的病毒基因信息O国家卫健委：将与世卫组织分享武汉不明原因肺炎病例中的病毒基因信息 来自@腾讯新闻 ?
0,用户5881122253,01月11日 22:27,【新闻早读】武汉不明肺炎源于新型冠状病毒，这4个症状同时出现一定要重视 O【新闻早读】武汉不明肺炎源于新型冠状病毒，这4个症状同时出现一定要重视 ?
0,冰点绿豆,01月11日 22:28,专家称系新型冠状病毒 武汉不明原因的病毒性肺炎疫情病原学鉴定取得初步进展 O网页链接 ?
0,王山泉V,01月11日 22:33,#武汉通报不明原因肺炎情况# 【目前初步病例41例、死亡1例】在“不明原因的病毒性肺炎”病原体初步判定为新型冠状病毒之后，国家、省市专家组立即对不明原因的病毒性肺炎诊疗、监测等方案进行修订完善。武汉市卫生健康委组织对现有患者标本进行了检测，截至2020年1月10日24时，已完成病原核酸检测。国 ?  展开全文c
0,雷鸣VO,01月11日 22:34,#腾讯新闻# 国家卫健委：将与世卫组织分享武汉不明原因肺炎病例中的病毒基因信息O国家卫健委：将与世卫组织分享武汉不明原因肺炎病例中的病毒基因信息 来自@腾讯新闻 ?
0,孤寡老人Freeman,01月11日 22:34,武汉肺炎事件已有8人因散布谣言被警方查处_手机新浪网  O武汉肺炎事件已有8人因散布谣言被警方查处 ?
0,huzongyu02424,01月11日 22:35,武汉确诊41例感染新型冠状病毒肺炎患者O网页链接 ?
0,武汉情报员,01月11日 22:36,【中国将与世卫组织分享新型冠状病毒基因序列信息】记者11日从国家卫生健康委员会了解到，武汉不明原因的病毒性肺炎疫情受到各界广泛关注，为维护全球卫生安全，中国将与世界卫生组织分享武汉不明原因的病毒性肺炎病例中检测到的新型冠状病毒基因序列信息。（记者陈聪） ?
0,KinG尛濑豬_偉,01月11日 22:36,【新闻早读】武汉不明肺炎源于新型冠状病毒，这4个症状同时出现一定要重视 O【新闻早读】武汉不明肺炎源于新型冠状病毒，这4个症状同时出现一定要重视 ?
0,唐者行微博,01月11日 22:42,宿主是哪路，这又是一个谜，病毒已经来无影，也许去无踪#武汉不明原因肺炎死者为61岁男性#逝者常年在武汉市华南海鲜市场采购货物。这次武汉不明原因病例大部分都有华南海鲜市场暴露史。去年底前在华南海鲜批发市场内，市区两级市场监管执法人员对售卖虎斑蛙、蛇、刺猬等动物的近8家商户进行地毯式排查 ?  展开全文c
1,tev伓b蒾簬a看覑vn,01月11日 22:43,是屈原用怀石沉江成就了一个温馨的节日，是粽叶用清香深蕴裹住了一种永远的情思，当粽子的甜味又一年在大街小巷芳香时，我愿你生活如蜜，芳醇无比！ #武汉不明原因肺炎导致1人死亡# @George唐纳 @天涯追曦 ?
-1,王鹍Jenny,01月11日 22:45,这几天儿研所来回跑了几趟，这段时间感冒的孩子都咳嗽，不容易好，今年冬天已经三场雪了，病毒还这么嚣张，每次去儿研所都是人山人海的场面，加上这段时间武汉肺炎，香港肺炎，谁闹的？闹哪样？ ?
0,记者赵云飞,01月11日 22:53,昨天还在郑州报春运，今天就在武汉报疫情#武汉发现不明原因肺炎# 2武汉·华南海鲜水产批发市场 ?
0,Jade海玉,01月11日 22:53,武汉出现不明肺炎疫情，不少市民纷纷戴口罩防备，一罩难求，有药房坐地起价，一盒50个口罩以500元出售，引起讨论。荃湾一间药房不但没有坐地起价，更免费派口罩，又细心的分大中小三个尺寸，每人限取五个，获网民激赞[强][爱心] ?
1,陸港和平,01月11日 22:54,"好消息！！！專門提供可疑中藥給予黃尸暴動所用的‘國N忠醫’成員，於內地被捕！！！（我略微有點疑惑....他有什麼事,是必須頂着‘武漢肺炎的危機‘， ’冒死‘也要上大陸做的呢.....）By @C是一座山 ?"
0,姣气猫7788,01月11日 22:55,《小猫学医第478天》今天看消息，武汉又发现了病毒性肺炎，记得03年的时候爆发非典，最后确诊是冠状病毒，现在武汉又发现了新型的冠状病毒，病毒性肺炎，目前确诊41例，出院2例，死亡一例，其他人正在治疗当中，目前还只是武汉发现了这个病例，属于一个小范围阶段，但是大家也要注意和警惕，尽量避免去 ?  展开全文c
0,朱业胜谈楼市,01月11日 22:55,@联合国  @世界卫生组织 权威发布：武汉不明肺炎并不是SARS，但它的病原体和SARS一样都是冠状病毒。 ?
0,慢半拍有怎样,01月11日 22:57,专家称系新型冠状病毒 武汉不明原因的病毒性肺炎疫情病原学鉴定取得初步进展 O专家称系新型冠状病毒 武汉不明原因的病毒性肺炎疫情病原学鉴定取得初步进展 ?
0,魔刺恋情,01月12日 21:36,最近几天，在武汉出现的不明原因肺炎，闹得人心惶惶。今天，专家对这场肺炎的罪魁祸首，也有了初步判定：新型冠状病毒！不要慌，今天我们就来简单科普一下：什么是冠状病毒。 O网页链接 ?
0,晨星经济资讯,01月12日 21:37,卫生专家组表示，武汉不明肺炎病原体初步判定为新型冠状病毒，虽然病毒是否会人传人仍是未知数，但已有专家指出，SARS当年由于基因突变造成严重疫情，大众对此新型冠状病毒仍不可不谨慎对待。 ?
0,用户6738032473,01月12日 21:38,转 // #看点快报# 《武汉卫健委：仍有717名新型冠状病毒密切接触者接受医学观察》 O网页链接 ?
0,第二杯奶昊半价2013,01月12日 21:38,最近几天，在武汉出现的不明原因肺炎，闹得人心惶惶。今天，专家对这场肺炎的罪魁祸首，也有了初步判定：新型冠状病毒！不要慌，今天我们就来简单科普一下：什么是冠状病毒。 O网页链接 ?
0,第二杯奶昊半价2013,01月12日 21:39,就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 O网页链接 ?
0,少林延融,01月12日 21:41,转 // #看点快报# 《武汉卫健委：仍有717名新型冠状病毒密切接触者接受医学观察》 O网页链接 ?
0,yzy2565,01月12日 21:42,武汉新型冠状病毒基因序列正式公布 和SARS病毒相似度较高电子显微镜武汉不明原因的病毒性肺炎疫情病原学鉴定传来重要进展。据央视网报道，截至1月7日21时，实验室检出一种新型冠状病毒，获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒， ?  展开全文c
0,用户6330355610,01月12日 21:53,最近几天，在武汉出现的不明原因肺炎，闹得人心惶惶。今天，专家对这场肺炎的罪魁祸首，也有了初步判定：新型冠状病毒！不要慌，今天我们就来简单科普一下：什么是冠状病毒。 O网页链接 ?
0,建设银行麻麻,01月12日 22:09,#武汉不明原因肺炎病原体为新型冠状病毒##武汉不明原因肺炎病原体系为新型冠状病毒# O武汉不明原因肺炎病原体为新型冠状病毒，此病毒危害大吗？普通民众需要注意什么？ ?
0,用户7281725123,01月12日 22:12,#腾讯新闻# 武汉卫健委：仍有717名新型冠状病毒密切接触者接受医学观察O网页链接 来自@腾讯新闻 ?
0,用户6008631627,01月12日 22:13,最近几天，在武汉出现的不明原因肺炎，闹得人心惶惶。今天，专家对这场肺炎的罪魁祸首，也有了初步判定：新型冠状病毒！不要慌，今天我们就来简单科普一下：什么是冠状病毒。 O网页链接 ?
0,孙孙松松,01月12日 22:14,最近几天，在武汉出现的不明原因肺炎，闹得人心惶惶。今天，专家对这场肺炎的罪魁祸首，也有了初步判定：新型冠状病毒！不要慌，今天我们就来简单科普一下：什么是冠状病毒。 O网页链接 ?
0,胡辣椒辣,01月12日 22:15,最近几天，在武汉出现的不明原因肺炎，闹得人心惶惶。今天，专家对这场肺炎的罪魁祸首，也有了初步判定：新型冠状病毒！不要慌，今天我们就来简单科普一下：什么是冠状病毒。 O网页链接 ?
0,用户6614725810,01月12日 22:22,最近几天，在武汉出现的不明原因肺炎，闹得人心惶惶。今天，专家对这场肺炎的罪魁祸首，也有了初步判定：新型冠状病毒！不要慌，今天我们就来简单科普一下：什么是冠状病毒。 O网页链接 ?
0,营养师阿莉,01月12日 22:23,最近几天，在武汉出现的不明原因肺炎，闹得人心惶惶。今天，专家对这场肺炎的罪魁祸首，也有了初步判定：新型冠状病毒！不要慌，今天我们就来简单科普一下：什么是冠状病毒。 O网页链接 ?
0,新安江畔qzh,01月12日 22:24,最近几天，在武汉出现的不明原因肺炎，闹得人心惶惶。今天，专家对这场肺炎的罪魁祸首，也有了初步判定：新型冠状病毒！不要慌，今天我们就来简单科普一下：什么是冠状病毒。 O网页链接 ?
